page,confidence,fchunk,url
15,0.9383194860369486,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
16,0.9649125221797398,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
17,0.9537790884458374,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
18,0.9340278967295164,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
19,0.9581616241881188,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
20,0.939280628091996,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
21,0.9326795343955356,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
22,0.927569026628857,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
23,0.921603513618392,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
24,0.9289093164240456,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
25,0.9355496467381228,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
26,0.9338346447905446,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
27,0.9358383347830596,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
28,0.938420124397464,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
29,0.9395918227132708,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
30,0.9481522910440684,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
31,0.918541538456212,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
32,0.9231627464624652,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
33,0.9266345008331188,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
34,0.945772497577052,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
35,0.929296910604264,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
36,0.94063802244968,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
37,0.9337372440238332,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
38,0.9138247452280092,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
39,0.96017896671968,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
40,0.9346851311716032,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
41,0.9452066578786412,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
42,0.9478251501376408,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
43,0.8561810844155572,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
44,0.9429962024874292,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
45,0.925437128681357,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
46,0.923899132726172,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
47,0.8369468546098406,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
48,0.9260991251694316,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
49,0.9444108358956422,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
50,0.9151295414651704,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
51,0.936653023670866,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
52,0.952480467020714,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
53,0.9485976770406808,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
54,0.9513015169856818,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
55,0.949371252935064,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
56,0.9257268020135914,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
57,0.9374355014780876,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
58,0.9524655918409298,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
59,0.9459351376636224,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
60,0.9338532094257193,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
61,0.9054983649845174,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
62,0.9160354327369522,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
63,0.9370046360685682,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
64,0.9116349460778536,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
65,0.9238048931091064,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
66,0.9080284416675568,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
67,0.9169111601397956,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
68,0.9036022868221968,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
69,0.9093411809170102,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
70,0.948064772328278,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
71,0.9368950456380843,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
72,0.9144226798726098,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
73,0.959153428769142,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
74,0.9588047095594254,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
75,0.9541450619697572,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
76,0.9520038682935142,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
77,0.9517685966529392,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
78,0.9447687497262502,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
79,0.9572064566312644,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
80,0.9353744582181868,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
81,0.9400149647303158,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
82,0.953734360647356,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
83,0.9451203161394456,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
84,0.9493256541187162,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
85,0.9229668949942972,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
86,0.9570215723645968,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
87,0.9458838712089572,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
88,0.939271989493614,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
89,0.926966982407207,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
90,0.9434492352311727,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
91,0.9342144300193244,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
92,0.9590775763873038,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
93,0.9563429692907344,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
94,0.9319541008558636,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
95,0.9477238808162206,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
96,0.9267931204791122,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
97,0.9609703469970708,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
98,0.9432202303891972,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
99,0.9571190382179058,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
100,0.939118922115581,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
101,0.931920601834888,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
102,0.9245476980134844,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
103,0.959048230247309,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
104,0.920414367832812,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
105,0.942193340342324,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
106,0.918098977786224,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
107,0.9256240214044984,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
108,0.937329795025778,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
109,0.9404391634262216,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
110,0.960795867299368,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
111,0.958532164582109,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
112,0.960662533547754,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
113,0.937398021805818,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
114,0.9534334810110774,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
115,0.9314194580203968,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
116,0.9595141424126848,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
117,0.9323298033633152,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
118,0.9214803722189612,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
119,0.9347773902034112,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
120,0.9563572205229226,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
121,0.9482832511423936,1940-02,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-02.pdf
0,0.9487816587506984,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
1,0.9304711543482276,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
2,0.9460127840200102,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
3,0.9082598014926496,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
4,0.9240093483702948,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
5,0.9378949734558356,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
6,0.9330412590694682,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
7,0.9421988829953092,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
8,0.9440089662352908,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
9,0.9422964694179744,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
10,0.936547900399854,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
11,0.9522704492921392,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
12,0.9217442951589354,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
13,0.950404518309747,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
14,0.945396044764851,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
15,0.946897982552572,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
16,0.9397010458416716,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
17,0.952193681470258,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
18,0.9340371549432818,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
19,0.934232199896115,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
20,0.9297172118616368,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
21,0.938368344052708,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
22,0.9364215908396356,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
23,0.9360165679410324,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
24,0.94829783563103,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
25,0.9507021377854572,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
26,0.936268201948684,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
27,0.9390459556659166,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
28,0.9429535865083284,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
29,0.924945197490036,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
30,0.9361475748255064,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
31,0.949066479419472,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
32,0.9308114708846944,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
33,0.934687989340587,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
34,0.9309029897458088,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
35,0.94924391312584,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
36,0.9174466049722492,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
37,0.931204295329413,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
38,0.9366072464775584,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
39,0.9328443288836068,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
40,0.9157563982288924,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
41,0.9080400003088004,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
42,0.8958654724943942,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
43,0.8696265515755742,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
44,0.8932177861502697,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
45,0.8849349138243445,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
46,0.9128789893562488,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
47,0.9234483593902668,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
48,0.9216119294913214,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
49,0.9429853278193469,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
50,0.9421891012338288,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
51,0.9450468971848652,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
52,0.940023423016736,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
53,0.9259849845454672,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
54,0.9410095803775046,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
55,0.9291665683313431,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
56,0.9414148411141772,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
57,0.9359375285803024,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
58,0.9232674753474752,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
59,0.9382246781725064,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
60,0.945995245403474,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
61,0.9408537957694504,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
62,0.9475863078470834,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
63,0.9366583366799786,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
64,0.9605568439351866,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
65,0.9435577823510972,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
66,0.945771038038544,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
67,0.9204496558477064,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
68,0.9403901165503042,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
69,0.9319680175065684,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
70,0.9267934731308992,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
71,0.9286487725057966,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
72,0.9193669785859282,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
73,0.9386670172256248,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
74,0.9290496005875164,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
75,0.934585260565108,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
76,0.9499986429634334,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
77,0.9103866666987322,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
78,0.9333869001611972,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
79,0.9182125273650328,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
80,0.932170333177374,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
81,0.9418334388322852,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
82,0.9243202319177182,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
83,0.9088244059355512,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
84,0.9447527588541678,1940-03,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-03.pdf
0,0.9167362712425728,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
1,0.9223411511576142,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
2,0.9368538369907636,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
3,0.9504297871201758,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
4,0.9326561065096604,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
5,0.9400005003495774,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
6,0.9560103154558676,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
7,0.948407405017433,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
8,0.9491287416731063,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
9,0.94023151971045,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
10,0.9384253514362564,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
11,0.9203947776114262,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
12,0.9458621516020164,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
13,0.9377845581979132,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
14,0.933275241843912,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
15,0.9265025919751276,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
16,0.9327937502734708,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
17,0.9416957914829254,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
18,0.942755774960091,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
19,0.9486490714943978,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
20,0.9441013113498689,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
21,0.9638897157979734,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
22,0.9478541170241516,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
23,0.9459212081306484,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
24,0.9299323944747449,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
25,0.944338009441459,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
26,0.9550017282135128,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
27,0.9486759277555046,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
28,0.9369490308902012,1940-04,https://www2.census.gov/library/publications/1941/compendia/statab/62ed/1940-04.pdf
